sampleID	eco_type	eco_subtype	eco_note	sampleID2	Level	Rank_code	Rank_I	Rank_II	Rank_III	Rank_IV	ARGs_unranked	Total_abu
LG209_8_ST_AS_1101_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	8_ST_AS_1101_90-100.shuffled	Level 3	0.9-1.7-1.1-1.9-0.3	1.6E-02	1.4E-01	4.3E-01	3.0E-01	1.2E-01	1.6E-01
LG209NEW2_10	wwtp	wwtp_AS	StanleySTPAS	10	Level 4	0.3-1.9-1.3-1.4-0.3	4.4E-03	1.6E-01	5.1E-01	2.2E-01	1.2E-01	1.6E-01
LG209NEW2_175	wwtp	wwtp_AS	ShatinAS	175	Level 3	0.6-1.5-1.2-1.9-0.3	1.0E-02	1.2E-01	4.6E-01	3.0E-01	1.1E-01	1.6E-01
LG209NEW2_176	wwtp	wwtp_AS	ShatinAS	176	Level 3	0.5-1.4-1.3-1.8-0.3	7.8E-03	1.1E-01	5.0E-01	2.8E-01	1.0E-01	1.6E-01
LG209NEW2_177	wwtp	wwtp_AS	ShatinAS	177	Level 3	0.5-1.5-1.2-1.7-0.3	8.7E-03	1.2E-01	4.8E-01	2.7E-01	1.2E-01	1.8E-01
LG209NEW2_178	wwtp	wwtp_AS	ShatinAS	178	Level 3	0.4-1.4-1.3-1.8-0.3	7.3E-03	1.1E-01	4.9E-01	2.8E-01	1.1E-01	1.7E-01
LG209NEW2_18	wwtp	wwtp_AS	ShatinAS	18	Level 3	1.4-1.5-1.2-1.8-0.3	2.4E-02	1.2E-01	4.8E-01	2.8E-01	9.4E-02	1.3E-01
LG209NEW2_9	wwtp	wwtp_AS	ShatinAS	9	Level 3	0.4-1.6-1.3-1.9-0.2	6.3E-03	1.3E-01	4.9E-01	2.9E-01	7.6E-02	2.4E-01
PRJEB11413_ERR1076073	wwtp	wwtp_AS	SloveniaAS	ERR1076073	Level 4	0.1-1.1-1.2-2.4-0.2	9.5E-04	9.1E-02	4.7E-01	3.8E-01	6.0E-02	3.1E-01
PRJEB11413_ERR1076074	wwtp	wwtp_AS	SloveniaAS	ERR1076074	Level 4	0.0-1.2-1.2-2.3-0.2	5.9E-04	9.5E-02	4.8E-01	3.7E-01	5.7E-02	4.0E-01
PRJEB11413_ERR1076075	wwtp	wwtp_AS	SloveniaAS	ERR1076075	Level 4	0.2-1.1-1.2-2.4-0.2	3.5E-03	9.2E-02	4.7E-01	3.7E-01	6.2E-02	4.2E-01
PRJEB11413_ERR1076076	wwtp	wwtp_AS	SloveniaAS	ERR1076076	Level 4	0.0-0.9-1.1-2.7-0.1	8.0E-04	7.7E-02	4.5E-01	4.2E-01	5.2E-02	1.5E-01
PRJEB11413_ERR1076077	wwtp	wwtp_AS	SloveniaAS	ERR1076077	Level 5	0.0-0.9-1.2-2.4-0.2	0.0E+00	7.5E-02	4.8E-01	3.8E-01	6.0E-02	1.5E-01
PRJEB11413_ERR1076078	wwtp	wwtp_AS	SloveniaAS	ERR1076078	Level 5	0.0-1.1-1.2-2.5-0.2	0.0E+00	8.8E-02	4.6E-01	4.0E-01	5.4E-02	1.6E-01
PRJEB11413_ERR1076079	wwtp	wwtp_AS	SloveniaAS	ERR1076079	Level 4	0.1-1.0-1.3-2.3-0.2	2.2E-03	7.8E-02	5.0E-01	3.6E-01	5.8E-02	1.7E-01
PRJEB11413_ERR1076080	wwtp	wwtp_AS	SloveniaAS	ERR1076080	Level 4	0.0-0.9-1.2-2.6-0.2	7.5E-04	7.7E-02	4.6E-01	4.0E-01	6.3E-02	1.5E-01
PRJEB11413_ERR1076082	wwtp	wwtp_AS	SloveniaAS	ERR1076082	Level 4	0.1-1.0-1.2-2.5-0.1	2.1E-03	8.1E-02	4.8E-01	3.9E-01	5.1E-02	2.2E-01
PRJEB8669_ERR770581	wwtp	wwtp_AS	DenmarkASCommomax	ERR770581	Level 3	0.7-1.3-1.2-2.1-0.3	1.2E-02	1.1E-01	4.6E-01	3.2E-01	9.9E-02	1.5E-01
SRP035334_SRR1106693	wwtp	wwtp_AS	wwtpASofJiangxinzhouwastewatertreatmentplant	SRR1106693	Level 3	0.8-2.1-1.1-1.6-0.4	1.4E-02	1.7E-01	4.2E-01	2.6E-01	1.4E-01	2.7E-01
SRP035334_SRR1106701	wwtp	wwtp_AS	wwtpASofDachangwastewatertreatmentplant	SRR1106701	Level 4	0.2-1.5-1.2-1.8-0.3	3.1E-03	1.2E-01	4.8E-01	2.8E-01	1.1E-01	3.2E-01
SRP035334_SRR1106709	wwtp	wwtp_AS	wwtpASofWuxiwastewatertreatmentplant	SRR1106709	Level 4	0.1-1.4-1.2-2.1-0.3	1.4E-03	1.2E-01	4.5E-01	3.3E-01	9.5E-02	3.1E-01
SRP035334_SRR1106873	wwtp	wwtp_AS	wwtpASfromZhengzhouwastewatertreatmentplant	SRR1106873	Level 3	1.1-2.4-1.0-1.4-0.5	1.9E-02	1.9E-01	3.7E-01	2.3E-01	1.9E-01	2.7E-01
SRP035848_SRR1145849	wwtp	wwtp_AS	wwtpASfromChinaShanghaiQuyang	SRR1145849	Level 3	0.7-2.0-1.0-1.5-0.5	1.1E-02	1.6E-01	4.0E-01	2.3E-01	1.9E-01	3.8E-01
SRP060024_SRR2107210	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107210	Level 4	0.0-1.6-1.2-2.0-0.2	8.4E-04	1.3E-01	4.8E-01	3.1E-01	8.4E-02	1.6E-01
SRP060024_SRR2107211	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107211	Level 4	0.2-1.5-1.2-1.9-0.3	3.2E-03	1.3E-01	4.8E-01	3.1E-01	8.9E-02	1.5E-01
SRP060024_SRR2107212	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107212	Level 3	0.3-1.5-1.3-1.7-0.3	5.9E-03	1.2E-01	5.0E-01	2.7E-01	9.5E-02	2.3E-01
SRP060024_SRR2107213	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107213	Level 4	0.2-1.5-1.3-1.8-0.3	4.1E-03	1.3E-01	4.9E-01	2.8E-01	9.4E-02	2.4E-01
SRP060024_SRR2107215	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107215	Level 3	0.4-1.3-1.0-1.7-0.6	6.4E-03	1.1E-01	4.1E-01	2.7E-01	2.1E-01	3.2E-01
SRP060024_SRR2107216	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107216	Level 3	0.5-1.4-1.1-1.6-0.6	8.1E-03	1.2E-01	4.2E-01	2.6E-01	2.0E-01	3.1E-01
SRP060024_SRR2107218	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107218	Level 3	0.7-2.0-1.1-1.6-0.4	1.2E-02	1.6E-01	4.2E-01	2.5E-01	1.5E-01	3.1E-01
SRP060024_SRR2107219	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107219	Level 3	0.5-2.0-1.1-1.5-0.4	9.3E-03	1.6E-01	4.5E-01	2.4E-01	1.4E-01	3.1E-01
SRP063486_SRR2308827	wwtp	wwtp_AS	ChinaWWTP	SRR2308827	Level 4	0.3-1.6-1.2-1.9-0.3	4.9E-03	1.3E-01	4.5E-01	3.1E-01	1.1E-01	2.7E-01
SRP063486_SRR2308974	wwtp	wwtp_AS	ChinaWWTP	SRR2308974	Level 4	0.2-1.2-1.3-2.1-0.2	3.1E-03	1.0E-01	4.9E-01	3.2E-01	8.1E-02	2.5E-01
SRR999554_SRR999554part	wwtp	wwtp_AS	DenmarkAS	SRR999554part	Level 4	0.1-4.0-1.0-1.0-0.3	1.5E-03	3.3E-01	4.0E-01	1.6E-01	1.1E-01	6.8E-01
X171	wwtp	wwtp_AS	wwtp_AS_hospital_WWTP	171	Level 1	4.5-2.8-0.9-1.0-0.5	7.8E-02	2.3E-01	3.6E-01	1.6E-01	1.7E-01	1.2E+00
X172	wwtp	wwtp_AS	wwtp_AS_hospital_WWTP	172	Level 3	0.7-1.3-1.4-1.3-0.3	1.1E-02	1.1E-01	5.5E-01	2.1E-01	1.2E-01	1.1E+00
X173	wwtp	wwtp_AS	wwtp_AS_hospital_WWTP	173	Level 1	6.1-2.1-1.1-1.0-0.4	1.1E-01	1.7E-01	4.2E-01	1.5E-01	1.5E-01	1.5E+00
SRP035848_SRR1145888	wwtp	wwtp_biofilm	wwtpASfromChinaShanghaiQuyangmembranebioreactor	SRR1145888	Level 3	1.2-1.9-1.0-1.5-0.6	2.1E-02	1.6E-01	3.8E-01	2.4E-01	2.0E-01	3.9E-01
X40_Stanley_biofilm_90.100_cat	wwtp	wwtp_biofilm	wwtp_Biofilm_hk	40_Stanley_biofilm_90-100_cat	Level 4	0.1-1.8-1.3-1.6-0.3	1.1E-03	1.5E-01	5.0E-01	2.5E-01	9.5E-02	3.0E+00
SRP035848_SRR1145916	wwtp	wwtp_biofilm	wwtpmembranefoulantfromChinaShanghaiQuyangmembranebioreactor	SRR1145916	Level 3	0.9-2.1-1.0-1.5-0.6	1.5E-02	1.7E-01	3.9E-01	2.3E-01	2.0E-01	2.0E-01
X13_ST_ADS_90.100.shuffled	wwtp	wwtp_DS	wwtp_DS_hk	13_ST_ADS_90-100.shuffled	Level 2	3.0-2.3-0.8-1.7-0.5	5.1E-02	1.9E-01	3.1E-01	2.7E-01	1.7E-01	4.9E-01
X14_SWT_ADS_90.100.shuffled	wwtp	wwtp_DS	wwtp_DS_hk	14_SWT_ADS_90-100.shuffled	Level 3	1.2-1.8-1.1-1.5-0.5	2.1E-02	1.5E-01	4.3E-01	2.4E-01	1.6E-01	3.7E-01
X56_ST_ADS_March_90.100.shuffled	wwtp	wwtp_DS	wwtp_DS_hk	56_ST_ADS_March_90-100.shuffled	Level 3	1.5-2.1-1.0-1.7-0.4	2.7E-02	1.7E-01	4.0E-01	2.7E-01	1.4E-01	3.4E-01
X57_SWH_ADS_March_90.100.shuffled	wwtp	wwtp_DS	wwtp_DS_hk	57_SWH_ADS_March_90-100.shuffled	Level 3	2.0-1.6-1.1-1.6-0.5	3.4E-02	1.3E-01	4.3E-01	2.4E-01	1.6E-01	4.0E-01
X58_SWH_ADS_March_90.100.shuffled	wwtp	wwtp_DS	wwtp_DS_hk	58_SWH_ADS_March_90-100.shuffled	Level 3	2.1-1.5-1.1-1.6-0.4	3.6E-02	1.2E-01	4.5E-01	2.5E-01	1.5E-01	3.8E-01
SRP035334_SRR1106699	wwtp	wwtp_effluent	wwtpeffluentofJiangxinzhouwastewatertreatmentplant	SRR1106699	Level 3	0.5-2.3-1.2-1.0-0.4	9.0E-03	1.9E-01	4.9E-01	1.6E-01	1.5E-01	4.0E-01
SRP035334_SRR1106703	wwtp	wwtp_effluent	wwtpeffluentofDachangwastewatertreatmentplant	SRR1106703	Level 3	0.8-1.8-1.2-1.4-0.5	1.4E-02	1.5E-01	4.6E-01	2.1E-01	1.7E-01	1.9E-01
SRP035334_SRR1106711	wwtp	wwtp_effluent	wwtpeffluentofWuxiwastewatertreatmentplant	SRR1106711	Level 3	0.7-0.9-1.2-1.7-0.4	1.3E-02	7.3E-02	4.9E-01	2.7E-01	1.6E-01	2.9E-01
SRP035334_SRR1106874	wwtp	wwtp_effluent	wwtpeffluentfromZhengzhouwastewatertreatmentplant	SRR1106874	Level 3	0.5-2.1-1.1-1.4-0.5	9.2E-03	1.7E-01	4.3E-01	2.2E-01	1.6E-01	2.4E-01
X30_ST_effluent_summer_90.100.shuffled	wwtp	wwtp_effluent	wwtp_Effluent_hk	30_ST_effluent_summer_90-100.shuffled	Level 1	5.2-3.3-0.8-0.9-0.6	9.0E-02	2.7E-01	3.0E-01	1.4E-01	2.0E-01	2.8E-01
X31_ST_effluent_winter_90.100.shuffled	wwtp	wwtp_effluent	wwtp_Effluent_hk	31_ST_effluent_winter_90-100.shuffled	Level 1	5.7-2.5-1.1-0.8-0.5	9.9E-02	2.0E-01	4.1E-01	1.2E-01	1.6E-01	6.2E-01
X32_ST_influent_summer_90.100.shuffled	wwtp	wwtp_influent	WWTPInfluentHongKong	32_ST_influent_summer_90-100.shuffled	Level 2	3.5-2.8-1.1-0.8-0.4	6.1E-02	2.3E-01	4.3E-01	1.3E-01	1.5E-01	1.9E+00
X33_ST_influent_winter_90.100.shuffled	wwtp	wwtp_influent	WWTPInfluentHongKong	33_ST_influent_winter_90-100.shuffled	Level 1	5.8-2.4-1.2-0.7-0.4	1.0E-01	2.0E-01	4.5E-01	1.2E-01	1.3E-01	2.0E+00
