sampleID	eco_type	eco_subtype	eco_note	sampleID2
SRP052307_SRR1761694	fecal_human	fecal_American_human	USAhuman	SRR1761694
SRP052307_SRR1761695	fecal_human	fecal_American_human	USAhuman	SRR1761695
SRP052307_SRR1761696	fecal_human	fecal_American_human	USAhuman	SRR1761696
SRP052307_SRR1761697	fecal_human	fecal_American_human	USAhuman	SRR1761697
SRP066053_SRR2912775	fecal_human	fecal_American_human	USAhuman	SRR2912775
SRP066053_SRR2912780	fecal_human	fecal_American_human	USAhuman	SRR2912780
SRP066053_SRR2912781	fecal_human	fecal_American_human	USAhuman	SRR2912781
SRP066053_SRR2912782	fecal_human	fecal_American_human	USAhuman	SRR2912782
SRP066053_SRR2912786	fecal_human	fecal_American_human	USAhuman	SRR2912786
SRP066053_SRR2912787	fecal_human	fecal_American_human	USAhuman	SRR2912787
SRP066053_SRR2912792	fecal_human	fecal_American_human	USAhuman	SRR2912792
SRP066053_SRR2912794	fecal_human	fecal_American_human	USAhuman	SRR2912794
SRP066053_SRR2912797	fecal_human	fecal_American_human	USAhuman	SRR2912797
SRP066053_SRR2912798	fecal_human	fecal_American_human	USAhuman	SRR2912798
SRP066053_SRR2912799	fecal_human	fecal_American_human	USAhuman	SRR2912799
SRP066053_SRR2912801	fecal_human	fecal_American_human	USAhuman	SRR2912801
SRP066053_SRR2912802	fecal_human	fecal_American_human	USAhuman	SRR2912802
SRP066053_SRR2912803	fecal_human	fecal_American_human	USAhuman	SRR2912803
SRP066053_SRR2912804	fecal_human	fecal_American_human	USAhuman	SRR2912804
SRP066053_SRR2912805	fecal_human	fecal_American_human	USAhuman	SRR2912805
SRP066053_SRR2912806	fecal_human	fecal_American_human	USAhuman	SRR2912806
SRP066053_SRR2912807	fecal_human	fecal_American_human	USAhuman	SRR2912807
SRP066053_SRR2912808	fecal_human	fecal_American_human	USAhuman	SRR2912808
SRP066053_SRR2912810	fecal_human	fecal_American_human	USAhuman	SRR2912810
SRP066053_SRR2912811	fecal_human	fecal_American_human	USAhuman	SRR2912811
SRP066479_SRR2937620	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2937620
SRP066479_SRR2937622	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2937622
SRP066479_SRR2937623	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2937623
SRP066479_SRR2937624	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2937624
SRP066479_SRR2938079	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938079
SRP066479_SRR2938086	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938086
SRP066479_SRR2938093	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938093
SRP066479_SRR2938096	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938096
SRP066479_SRR2938100	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938100
SRP066479_SRR2938117	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938117
SRP066479_SRR2938118	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938118
SRP066479_SRR2938119	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938119
SRP066479_SRR2938120	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938120
SRP066479_SRR2938121	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938121
SRP066479_SRR2938122	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938122
SRP066479_SRR2938123	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938123
SRP066479_SRR2938124	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938124
SRP066479_SRR2938134	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938134
SRP066479_SRR2938137	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938137
SRP066479_SRR2938142	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938142
SRP066479_SRR2938145	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938145
SRP066479_SRR2938146	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938146
SRP066479_SRR2938152	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938152
SRP066479_SRR2938154	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938154
SRP066479_SRR2938181	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938181
SRP066479_SRR2938182	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938182
SRP066479_SRR2938183	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938183
SRP066479_SRR2938184	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938184
SRP066479_SRR2938190	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938190
SRP066479_SRR2938192	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938192
SRP066479_SRR2938193	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938193
SRP066479_SRR2938194	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938194
SRP066479_SRR2938195	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938195
SRP066479_SRR2938196	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938196
SRP066479_SRR2938197	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938197
SRP066479_SRR2938199	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938199
SRP066479_SRR2938200	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938200
SRP066479_SRR2938201	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938201
SRP066479_SRR2938205	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938205
SRP066479_SRR2938207	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938207
SRP066479_SRR2938208	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938208
SRP066479_SRR2938210	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938210
SRP066479_SRR2938212	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938212
SRP066479_SRR2938213	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938213
SRP066479_SRR2938216	fecal_human	fecal_American_human	ElSalvadorruralvillagehuman	SRR2938216
SRP066479_SRR2938222	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938222
SRP066479_SRR2938223	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938223
SRP066479_SRR2938224	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938224
SRP066479_SRR2938226	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938226
SRP066479_SRR2938231	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938231
SRP066479_SRR2938243	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938243
SRP066479_SRR2938244	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938244
SRP066479_SRR2938245	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938245
SRP066479_SRR2938246	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938246
SRP066479_SRR2938247	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938247
SRP066479_SRR2938249	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938249
SRP066479_SRR2938250	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938250
SRP066479_SRR2938254	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938254
SRP066479_SRR2938255	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938255
SRP066479_SRR2938262	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938262
SRP066479_SRR2938263	fecal_human	fecal_American_human	Peruperiurbanshantytownhuman	SRR2938263
ERR260140	fecal_human	fecal_European_human	fecalhumanEuropeanwomenwithnormal,impairedanddiabeticglucosecontrol	ERR260140
ERR260147	fecal_human	fecal_European_human	fecalhumanEuropeanwomenwithnormal,impairedanddiabeticglucosecontrol	ERR260147
ERR260157	fecal_human	fecal_European_human	fecalhumanEuropeanwomenwithnormal,impairedanddiabeticglucosecontrol	ERR260157
ERR260159	fecal_human	fecal_European_human	fecalhumanEuropeanwomenwithnormal,impairedanddiabeticglucosecontrol	ERR260159
SRR1284492	fecal_human	fecal_European_human	fecalhumanEuropeanwomenwithnormal,impairedanddiabeticglucosecontrol	SRR1284492
SRR1284493	fecal_human	fecal_European_human	fecalhumanEuropeanwomenwithnormal,impairedanddiabeticglucosecontrol	SRR1284493
SRR1284495	fecal_human	fecal_European_human	fecalhumanEuropeanwomenwithnormal,impairedanddiabeticglucosecontrol	SRR1284495
SRR1761732	fecal_human	fecal_European_human	fecalhumanEuropeanwomenwithnormal,impairedanddiabeticglucosecontrol	SRR1761732
LG209_24_Sediment_fishpond_LWT_90.100.shuffled	natural_sediment	natural_sediment_fishsediment	HKnatural_sediment_fishsediment	24_Sediment_fishpond_LWT_90-100.shuffled
LG209_25_Sediment_fishpond_ST_90.100.shuffled	natural_sediment	natural_sediment_fishsediment	HKnatural_sediment_fishsediment	25_Sediment_fishpond_ST_90-100.shuffled
LG209_26_Sediment_fishpond_YTT_90.100.shuffled	natural_sediment	natural_sediment_fishsediment	HKnatural_sediment_fishsediment	26_Sediment_fishpond_YTT_90-100.shuffled
bpsediment_4510162	natural_sediment	natural_sediment_gulf	GulfofMexicosediment	4510162
bpsediment_4510163	natural_sediment	natural_sediment_gulf	GulfofMexicosediment	4510163
bpsediment_4510164	natural_sediment	natural_sediment_gulf	GulfofMexicosediment	4510164
bpsediment_4510165	natural_sediment	natural_sediment_gulf	GulfofMexicosediment	4510165
bpsediment_4510166	natural_sediment	natural_sediment_gulf	GulfofMexicosediment	4510166
bpsediment_4510167	natural_sediment	natural_sediment_gulf	GulfofMexicosediment	4510167
bpsediment_4510168	natural_sediment	natural_sediment_gulf	GulfofMexicosediment	4510168
bpsediment_4510169	natural_sediment	natural_sediment_gulf	GulfofMexicosediment	4510169
ERP005569_ERR476714	natural_water	natural_water_surfacewater	pollutedlakeinIndia	ERR476714
ERR1017187	natural_permafrost	natural_permafrost	Alaskantundra(melting)permafrost	ERR1017187
ERR1019366	natural_permafrost	natural_permafrost	Alaskantundra(melting)permafrost	ERR1019366
ERR1022686	natural_permafrost	natural_permafrost	Alaskantundra(melting)permafrost	ERR1022686
ERR1022687	natural_permafrost	natural_permafrost	Alaskantundra(melting)permafrost	ERR1022687
ERR1022692	natural_permafrost	natural_permafrost	Alaskantundra(melting)permafrost	ERR1022692
ERR1034454	natural_permafrost	natural_permafrost	Alaskantundra(melting)permafrost	ERR1034454
ERR1035437	natural_permafrost	natural_permafrost	Alaskantundra(melting)permafrost	ERR1035437
ERR1035438	natural_permafrost	natural_permafrost	Alaskantundra(melting)permafrost	ERR1035438
ERR1035441	natural_permafrost	natural_permafrost	Alaskantundra(melting)permafrost	ERR1035441
ERR1039457	natural_permafrost	natural_permafrost	Alaskantundra(melting)permafrost	ERR1039457
ERR1039458	natural_permafrost	natural_permafrost	Alaskantundra(melting)permafrost	ERR1039458
SRR1029671	natural_permafrost	natural_permafrost	Pseudogymnoascusstrainsfrompermafrostsoil	SRR1029671
SRR1029956	natural_permafrost	natural_permafrost	Pseudogymnoascusstrainsfrompermafrostsoil	SRR1029956
SRR1030028	natural_permafrost	natural_permafrost	Pseudogymnoascusstrainsfrompermafrostsoil	SRR1030028
SRR1030029	natural_permafrost	natural_permafrost	Pseudogymnoascusstrainsfrompermafrostsoil	SRR1030029
SRR1030032	natural_permafrost	natural_permafrost	Pseudogymnoascusstrainsfrompermafrostsoil	SRR1030032
SRR1586250	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586250
SRR1586251	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586251
SRR1586252	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586252
SRR1586253	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586253
SRR1586254	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586254
SRR1586255	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586255
SRR1586256	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586256
SRR1586257	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586257
SRR1586258	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586258
SRR1586259	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586259
SRR1586260	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586260
SRR1586261	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586261
SRR1586262	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586262
SRR1586263	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586263
SRR1586264	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586264
SRR1586265	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586265
SRR1586266	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586266
SRR1586267	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586267
SRR1586268	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586268
SRR1586269	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586269
SRR1586270	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586270
SRR1586271	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586271
SRR1586272	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586272
SRR1586273	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586273
SRR1586274	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586274
SRR1586275	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586275
SRR1586276	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586276
SRR1586277	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586277
SRR1586278	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586278
SRR1586279	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586279
SRR1586280	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586280
SRR1586281	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586281
SRR1586282	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586282
SRR1586283	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586283
SRR1586284	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586284
SRR1586285	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586285
SRR1586286	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586286
SRR1586287	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586287
SRR1586288	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586288
SRR1586289	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586289
SRR1586290	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586290
SRR1586291	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586291
SRR1586292	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586292
SRR1586293	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586293
SRR1586294	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586294
SRR1586295	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586295
SRR1586296	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586296
SRR1586297	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586297
SRR1586298	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586298
SRR1586299	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586299
SRR1586300	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586300
SRR1586301	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586301
SRR1586302	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586302
SRR1586303	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586303
SRR1586304	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586304
SRR1586305	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586305
SRR1586306	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586306
SRR1586307	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586307
SRR1586308	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586308
SRR1586309	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586309
SRR1586310	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586310
SRR1586311	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586311
SRR1586312	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586312
SRR1586313	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586313
SRR1586314	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586314
SRR1586315	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586315
SRR1586316	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586316
SRR1586317	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586317
SRR1586318	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586318
SRR1586319	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586319
SRR1586320	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586320
SRR1586321	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586321
SRR1586322	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586322
SRR1586323	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586323
SRR1586324	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586324
SRR1586325	natural_permafrost	natural_permafrost	tundrabiomeCanada:AxelHeibergIsland,Nunavutpermafrost	SRR1586325
SRR1653578	natural_permafrost	natural_permafrost	permafrosttundraalluvialsediment	SRR1653578
SRR1653579	natural_permafrost	natural_permafrost	permafrosttundraalluvialsediment	SRR1653579
SRR3948021	natural_permafrost	natural_permafrost	Spirosomaluteumstrainsfrompermafrostsoil	SRR3948021
SRR3948023	natural_permafrost	natural_permafrost	Spirosomaluteumstrainsfrompermafrostsoil	SRR3948023
SRR3986811	natural_permafrost	natural_permafrost	Colddesertpermafrostsoil	SRR3986811
SRR4026047	natural_permafrost	natural_permafrost	natural_permafrost	SRR4026047
SRR4026048	natural_permafrost	natural_permafrost	AlaskaUSApermafrost	SRR4026048
SRR4026049	natural_permafrost	natural_permafrost	AlaskaUSApermafrost	SRR4026049
SRR4026050	natural_permafrost	natural_permafrost	AlaskaUSApermafrost	SRR4026050
SRR4026051	natural_permafrost	natural_permafrost	AlaskaUSApermafrost	SRR4026051
SRR4026052	natural_permafrost	natural_permafrost	AlaskaUSApermafrost	SRR4026052
SRR4026053	natural_permafrost	natural_permafrost	AlaskaUSApermafrost	SRR4026053
SRR4026054	natural_permafrost	natural_permafrost	AlaskaUSApermafrost	SRR4026054
SRR4026055	natural_permafrost	natural_permafrost	AlaskaUSApermafrost	SRR4026055
SRR4026056	natural_permafrost	natural_permafrost	AlaskaUSApermafrost	SRR4026056
SRR4026057	natural_permafrost	natural_permafrost	AlaskaUSApermafrost	SRR4026057
SRR4026058	natural_permafrost	natural_permafrost	AlaskaUSApermafrost	SRR4026058
SRR4027934	natural_permafrost	natural_permafrost	BonanzaCreekAlaskapermafrost	SRR4027934
SRR4027935	natural_permafrost	natural_permafrost	BonanzaCreekAlaskapermafrost	SRR4027935
SRR4027936	natural_permafrost	natural_permafrost	BonanzaCreekAlaskapermafrost	SRR4027936
SRR4027937	natural_permafrost	natural_permafrost	BonanzaCreekAlaskapermafrost	SRR4027937
SRR4027950	natural_permafrost	natural_permafrost	BonanzaCreekAlaskapermafrost	SRR4027950
SRR4027951	natural_permafrost	natural_permafrost	BonanzaCreekAlaskapermafrost	SRR4027951
SRR4027952	natural_permafrost	natural_permafrost	BonanzaCreekAlaskapermafrost	SRR4027952
SRR4027953	natural_permafrost	natural_permafrost	BonanzaCreekAlaskapermafrost	SRR4027953
SRR4063397	natural_permafrost	natural_permafrost	HymenobacterpsychrotoleransstrainsfromChinaBeiluriverbasinQinghai--TibetPlateaupermafrostisolates	SRR4063397
SRR5009556	natural_permafrost	natural_permafrost	BonanzaCreekAlaskapermafrost	SRR5009556
SRR5413293	natural_permafrost	natural_permafrost	PsychrobactercryohalolentisstrainsfromRussiaKolymaLowlandsSiberiapermafrost	SRR5413293
SRR5450431	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5450431
SRR5450432	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5450432
SRR5450434	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5450434
SRR5450438	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5450438
SRR5450631	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5450631
SRR5450747	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5450747
SRR5450755	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5450755
SRR5450756	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5450756
SRR5450757	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5450757
SRR5450758	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5450758
SRR5450759	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5450759
SRR5450830	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5450830
SRR5471030	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5471030
SRR5471031	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5471031
SRR5471032	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5471032
SRR5471221	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5471221
SRR5476649	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5476649
SRR5476651	natural_permafrost	natural_permafrost	USAAlaskaArcticpermafrostsoil	SRR5476651
SRR5493710	natural_permafrost	natural_permafrost	Sweden:KirunaArcticthawingpermafrost	SRR5493710
SRR5493734	natural_permafrost	natural_permafrost	Sweden:KirunaArcticthawingpermafrost	SRR5493734
SRR5493776	natural_permafrost	natural_permafrost	Sweden:KirunaArcticthawingpermafrost	SRR5493776
SRR5493777	natural_permafrost	natural_permafrost	Sweden:KirunaArcticthawingpermafrost	SRR5493777
SRR5493778	natural_permafrost	natural_permafrost	Sweden:KirunaArcticthawingpermafrost	SRR5493778
SRR5493781	natural_permafrost	natural_permafrost	Sweden:KirunaArcticthawingpermafrost	SRR5493781
CBWdata_A8.2	natural_sediment	natural_sediment_China	ChinaSediments	A8-2
CBWdata_A8.3	natural_sediment	natural_sediment_China	ChinaSediments	A8-3
CBWdata_E106	natural_sediment	natural_sediment_China	ChinaSediments	E106
CBWdata_E109	natural_sediment	natural_sediment_China	ChinaSediments	E109
CBWdata_E201.1	natural_sediment	natural_sediment_China	ChinaSediments	E201-1
CBWdata_E201.2	natural_sediment	natural_sediment_China	ChinaSediments	E201-2
CBWdata_E208.1	natural_sediment	natural_sediment_China	ChinaSediments	E208-1
CBWdata_E208.2	natural_sediment	natural_sediment_China	ChinaSediments	E208-2
CBWdata_E403	natural_sediment	natural_sediment_China	ChinaSediments	E403
PRJNA283251_SRR2134631	natural_sediment	natural_sediment_marine	HKsediment	SRR2134631
PRJNA283251_SRR2134632	natural_sediment	natural_sediment_marine	HKsediment	SRR2134632
PRJNA283251_SRR2134633	natural_sediment	natural_sediment_marine	HKsediment	SRR2134633
PRJNA283251_SRR2134634	natural_sediment	natural_sediment_marine	HKsediment	SRR2134634
PRJNA283251_SRR2134636	natural_sediment	natural_sediment_marine	HKsediment	SRR2134636
PRJNA283251_SRR2134637	natural_sediment	natural_sediment_marine	HKsediment	SRR2134637
