sampleID	eco_type	eco_subtype	eco_note	sampleID2
PRJNA283251_SRR2134639	natural_sediment	natural_sediment_marine	HKsediment	SRR2134639
PRJNA283251_SRR2134640	natural_sediment	natural_sediment_marine	HKsediment	SRR2134640
PRJNA283251_SRR2134641	natural_sediment	natural_sediment_marine	HKsediment	SRR2134641
PRJNA283251_SRR2134642	natural_sediment	natural_sediment_marine	HKsediment	SRR2134642
PRJNA283251_SRR2134643	natural_sediment	natural_sediment_marine	HKsediment	SRR2134643
PRJNA283251_SRR2134644	natural_sediment	natural_sediment_marine	HKsediment	SRR2134644
amazonsoil_4493544	natural_soil	natural_Amazon_soil	Amazonsoil	4493544
amazonsoil_4493545	natural_soil	natural_Amazon_soil	Amazonsoil	4493545
amazonsoil_4493546	natural_soil	natural_Amazon_soil	Amazonsoil	4493546
amazonsoil_4493547	natural_soil	natural_Amazon_soil	Amazonsoil	4493547
amazonsoil_4493548	natural_soil	natural_Amazon_soil	Amazonsoil	4493548
amazonsoil_4493549	natural_soil	natural_Amazon_soil	Amazonsoil	4493549
amazonsoil_4493649	natural_soil	natural_Amazon_soil	Amazonsoil	4493649
amazonsoil_4493650	natural_soil	natural_Amazon_soil	Amazonsoil	4493650
amazonsoil_4493651	natural_soil	natural_Amazon_soil	Amazonsoil	4493651
amazonsoil_4493652	natural_soil	natural_Amazon_soil	Amazonsoil	4493652
amazonsoil_4493653	natural_soil	natural_Amazon_soil	Amazonsoil	4493653
amazonsoil_4493654	natural_soil	natural_Amazon_soil	Amazonsoil	4493654
amazonsoil_4493655	natural_soil	natural_Amazon_soil	Amazonsoil	4493655
amazonsoil_4493892	natural_soil	natural_Amazon_soil	Amazonsoil	4493892
crosssitesoil_4477803	natural_soil	natural_Antarctica_soil	AntarcticaSoil	4477803
crosssitesoil_4477804	natural_soil	natural_city_soil	KansasSoil	4477804
crosssitesoil_4477805	natural_soil	natural_city_soil	CaliforniaSoil	4477805
crosssitesoil_4477807	natural_soil	natural_city_soil	PeruSoil	4477807
crosssitesoil_4477872	natural_soil	natural_city_soil	NewMexicoSoil	4477872
crosssitesoil_4477873	natural_soil	natural_city_soil	NewMexicoSoil	4477873
crosssitesoil_4477874	natural_soil	natural_city_soil	AlaskaSoil	4477874
crosssitesoil_4477875	natural_soil	natural_city_soil	ArgentinaSoil	4477875
crosssitesoil_4477876	natural_soil	natural_city_soil	AlaskaSoil	4477876
crosssitesoil_4477877	natural_soil	natural_city_soil	SouthCarolinaSoil	4477877
crosssitesoil_4477899	natural_soil	natural_city_soil	NorthCarolinaSoil	4477899
crosssitesoil_4477900	natural_soil	natural_Antarctica_soil	AntarcticaSoil	4477900
crosssitesoil_4477901	natural_soil	natural_Antarctica_soil	AntarcticaSoil	4477901
crosssitesoil_4477902	natural_soil	natural_Antarctica_soil	AntarcticaSoil	4477902
crosssitesoil_4477903	natural_soil	natural_Antarctica_soil	AntarcticaSoil	4477903
crosssitesoil_4477904	natural_soil	natural_Antarctica_soil	AntarcticaSoil	4477904
SRP036119_SRR1152189part	natural_soil	natural_city_soil	HavanaCubasoil	SRR1152189part
SRP066479_SRR2938273	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938273
SRP066479_SRR2938557	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938557
SRP066479_SRR2938558	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938558
SRP066479_SRR2938559	natural_soil	natural_soil_rural	ElSalvadorruralvillagereservoirwater	SRR2938559
SRP066479_SRR2938560	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938560
SRP066479_SRR2938561	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938561
SRP066479_SRR2938566	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938566
SRP066479_SRR2938574	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938574
SRP066479_SRR2938590	natural_soil	natural_soil_rural	ElSalvadorruralvillagesoil	SRR2938590
ERR1041384	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1041384
ERR1041385	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1041385
ERR1043165	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1043165
ERR1043166	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1043166
ERR1044071	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1044071
ERR1044072	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1044072
ERR1051325	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1051325
ERR1051326	natural_soil	natural_soil_prairie	naturalprairietemperatesoilinOklahoma(OK)	ERR1051326
SRP008676_SRR350692	natural_soil	natural_soil_prairie	USAsoil	SRR350692
SRP008676_SRR350919	natural_soil	natural_soil_prairie	USAsoil	SRR350919
SRP008676_SRR350921	natural_soil	natural_soil_prairie	USAsoil	SRR350921
SRP008676_SRR351474	natural_soil	natural_soil_prairie	USAsoil	SRR351474
PRJNA254808_SRR1509792	natural_water	natural_water_coastalwater	Mexicocoastalwater	SRR1509792
PRJNA254808_SRR1509796	natural_water	natural_water_coastalwater	Mexicocoastalwater	SRR1509796
PRJNA254808_SRR1509798	natural_water	natural_water_coastalwater	Mexicocoastalwater	SRR1509798
PRJNA254808_SRR1509799	natural_water	natural_water_coastalwater	Mexicocoastalwater	SRR1509799
PRJNA254808_SRR1509800	natural_water	natural_water_coastalwater	Mexicocoastalwater	SRR1509800
X185	natural_water	natural_water_drinking	JohannesburgSouthAfrica_drinking	185
X190	natural_water	natural_water_drinking	ChengduSichuan_drinking	190
X192	natural_water	natural_water_drinking	WugangHunan_drinking	192
X195	natural_water	natural_water_drinking	ZhengzhouHenan_drinking	195
X197	natural_water	natural_water_drinking	Shanghai_drinking	197
X202	natural_water	natural_water_drinking	DalingLiaoning_drinking	202
X204	natural_water	natural_water_drinking	TibetChina_drinking	204
X206	natural_water	natural_water_drinking	Singapore_drinking	206
X207	natural_water	natural_water_drinking	Macao_drinking	207
X210	natural_water	natural_water_drinking	GuangdouGuangzhou_drinking	210
X212	natural_water	natural_water_drinking	USACA.Stanford_drinking	212
X23_MC_Drinkingwater_tap_90.100.shuffled	natural_water	natural_water_drinking	natural_drinking_MC	23_MC_Drinkingwater_tap_90-100.shuffled
X50_Drinkingwater_effluent_winter_90.100.shuffled	natural_water	natural_water_drinking	natural_drinking_HK	50_Drinkingwater_effluent_winter_90-100.shuffled
X53_Drinkingwater_effluent_summer_90.100.shuffled	natural_water	natural_water_drinking	natural_drinking_HK	53_Drinkingwater_effluent_summer_90-100.shuffled
yucgroundwater_4536373	natural_water	natural_water_surfacewater	Mexicogroundwater	4536373
yucgroundwater_4536374	natural_water	natural_water_surfacewater	Mexicogroundwater	4536374
yucgroundwater_4536375	natural_water	natural_water_surfacewater	Mexicogroundwater	4536375
yucgroundwater_4536376	natural_water	natural_water_surfacewater	Mexicogroundwater	4536376
yucgroundwater_4536377	natural_water	natural_water_surfacewater	Mexicogroundwater	4536377
yucgroundwater_4536378	natural_water	natural_water_surfacewater	Mexicogroundwater	4536378
yucgroundwater_4536379	natural_water	natural_water_surfacewater	Mexicogroundwater	4536379
yucgroundwater_4536380	natural_water	natural_water_surfacewater	Mexicogroundwater	4536380
yucgroundwater_4536381	natural_water	natural_water_surfacewater	Mexicogroundwater	4536381
yucgroundwater_4536382	natural_water	natural_water_surfacewater	Mexicogroundwater	4536382
yucgroundwater_4536383	natural_water	natural_water_surfacewater	Mexicogroundwater	4536383
yucgroundwater_4536384	natural_water	natural_water_surfacewater	Mexicogroundwater	4536384
yucgroundwater_4536385	natural_water	natural_water_surfacewater	Mexicogroundwater	4536385
yucgroundwater_4536386	natural_water	natural_water_surfacewater	Mexicogroundwater	4536386
yucgroundwater_4536387	natural_water	natural_water_surfacewater	Mexicogroundwater	4536387
yucgroundwater_4536388	natural_water	natural_water_surfacewater	Mexicogroundwater	4536388
yucgroundwater_4536389	natural_water	natural_water_surfacewater	Mexicogroundwater	4536389
yucgroundwater_4536390	natural_water	natural_water_surfacewater	Mexicogroundwater	4536390
PRJEB1787_ERR318619	natural_water	natural_water_marine	marinewater	ERR318619
PRJEB1787_ERR318621	natural_water	natural_water_marine	marinewater	ERR318621
PRJEB1787_ERR598952	natural_water	natural_water_marine	marinewater	ERR598952
PRJEB1787_ERR598962	natural_water	natural_water_marine	marinewater	ERR598962
PRJEB1787_ERR598981	natural_water	natural_water_marine	marinewater	ERR598981
PRJEB1787_ERR598997	natural_water	natural_water_marine	marinewater	ERR598997
PRJEB1787_ERR599003	natural_water	natural_water_marine	marinewater	ERR599003
PRJEB1787_ERR599018	natural_water	natural_water_marine	marinewater	ERR599018
PRJEB1787_ERR599046	natural_water	natural_water_marine	marinewater	ERR599046
PRJEB1787_ERR599055	natural_water	natural_water_marine	marinewater	ERR599055
PRJEB1787_ERR599063	natural_water	natural_water_marine	marinewater	ERR599063
PRJEB1787_ERR599113	natural_water	natural_water_marine	marinewater	ERR599113
PRJEB1787_ERR599140	natural_water	natural_water_marine	marinewater	ERR599140
PRJEB1787_ERR599149	natural_water	natural_water_marine	marinewater	ERR599149
PRJEB1787_ERR599155	natural_water	natural_water_marine	marinewater	ERR599155
PRJEB8682_ERR770961	natural_water	natural_water_marine	marinewater	ERR770961
PRJEB8682_ERR770995	natural_water	natural_water_marine	marinewater	ERR770995
PRJEB8682_ERR771040	natural_water	natural_water_marine	marinewater	ERR771040
PRJEB8682_ERR771042	natural_water	natural_water_marine	marinewater	ERR771042
PRJEB8682_ERR771045	natural_water	natural_water_marine	marinewater	ERR771045
PRJEB8682_ERR771046	natural_water	natural_water_marine	marinewater	ERR771046
PRJEB8682_ERR771052	natural_water	natural_water_marine	marinewater	ERR771052
PRJEB8682_ERR771053	natural_water	natural_water_marine	marinewater	ERR771053
PRJEB8682_ERR771054	natural_water	natural_water_marine	marinewater	ERR771054
PRJEB8682_ERR771056	natural_water	natural_water_marine	marinewater	ERR771056
SRR1509790	natural_water	natural_water_marine	marinewater	SRR1509790
SRR1509793	natural_water	natural_water_marine	marinewater	SRR1509793
columbiariver_brackishwater1	natural_water	natural_water_surfacewater	Columbiariver	brackishwater1
columbiariver_brackishwater2	natural_water	natural_water_surfacewater	Columbiariver	brackishwater2
columbiariver_brackishwater3	natural_water	natural_water_surfacewater	Columbiariver	brackishwater3
columbiariver_brackishwater4half	natural_water	natural_water_surfacewater	Columbiariver	brackishwater4half
columbiariver_coastalwater1	natural_water	natural_water_surfacewater	Columbiariver	coastalwater1
columbiariver_coastalwater2	natural_water	natural_water_surfacewater	Columbiariver	coastalwater2
columbiariver_freshwater1	natural_water	natural_water_surfacewater	Columbiariver	freshwater1
columbiariver_freshwater2	natural_water	natural_water_surfacewater	Columbiariver	freshwater2
columbiariver_freshwater3	natural_water	natural_water_surfacewater	Columbiariver	freshwater3
columbiariver_freshwater4	natural_water	natural_water_surfacewater	Columbiariver	freshwater4
columbiariver_freshwater5	natural_water	natural_water_surfacewater	Columbiariver	freshwater5
LG209_22_MC_Drinkingwater_source_90.100.shuffled	natural_water	natural_water_surfacewater	HKriver	22_MC_Drinkingwater_source_90-100.shuffled
LG209_49_Drinkingwater_influent_winter_90.100.shuffled	natural_water	natural_water_surfacewater	HKriver	49_Drinkingwater_influent_winter_90-100.shuffled
LG209_51_Drinkingwater_influent_summer_90.100.shuffled	natural_water	natural_water_surfacewater	HKriver	51_Drinkingwater_influent_summer_90-100.shuffled
LG209_52_Drinkingwater_influent_summer_90.100.shuffled	natural_water	natural_water_surfacewater	HKriver	52_Drinkingwater_influent_summer_90-100.shuffled
SRP018728_SRR1169859	natural_water	natural_water_surfacewater	USAriver	SRR1169859
SRP018728_SRR1169860	natural_water	natural_water_surfacewater	USAriver	SRR1169860
SRP018728_SRR1169861	natural_water	natural_water_surfacewater	USAriver	SRR1169861
SRP018728_SRR1169870	natural_water	natural_water_surfacewater	USAriver	SRR1169870
SRP018728_SRR1169871	natural_water	natural_water_surfacewater	USAriver	SRR1169871
SRP018728_SRR1169873	natural_water	natural_water_surfacewater	USAriver	SRR1169873
SRP018728_SRR1169874	natural_water	natural_water_surfacewater	USAriver	SRR1169874
SRP018728_SRR1169878	natural_water	natural_water_surfacewater	USAriver	SRR1169878
SRP018728_SRR1169882	natural_water	natural_water_surfacewater	USAriver	SRR1169882
SRP018728_SRR1169883	natural_water	natural_water_surfacewater	USAriver	SRR1169883
SRP018728_SRR1169884	natural_water	natural_water_surfacewater	USAriver	SRR1169884
SRP018728_SRR2016482part	natural_water	natural_water_surfacewater	USAriver	SRR2016482part
SRP018728_SRR2016484part	natural_water	natural_water_surfacewater	USAriver	SRR2016484part
SRP018728_SRR2016485part	natural_water	natural_water_surfacewater	USAriver	SRR2016485part
SRP039390_SRR1182511	natural_water	natural_water_surfacewater	Amazonriver	SRR1182511
SRP039390_SRR1182512	natural_water	natural_water_surfacewater	Amazonriver	SRR1182512
SRP039390_SRR1183643	natural_water	natural_water_surfacewater	Amazonriver	SRR1183643
SRP039390_SRR1183650	natural_water	natural_water_surfacewater	Amazonriver	SRR1183650
SRP039390_SRR1185413	natural_water	natural_water_surfacewater	Amazonriver	SRR1185413
SRP039390_SRR1185414	natural_water	natural_water_surfacewater	Amazonriver	SRR1185414
SRP039390_SRR1186214	natural_water	natural_water_surfacewater	Amazonriver	SRR1186214
SRP039390_SRR1199270	natural_water	natural_water_surfacewater	Amazonriver	SRR1199270
SRP039390_SRR1199271	natural_water	natural_water_surfacewater	Amazonriver	SRR1199271
SRP039390_SRR1199272	natural_water	natural_water_surfacewater	Amazonriver	SRR1199272
SRP039390_SRR1202081	natural_water	natural_water_surfacewater	Amazonriver	SRR1202081
SRP039390_SRR1202089	natural_water	natural_water_surfacewater	Amazonriver	SRR1202089
SRP039390_SRR1202091	natural_water	natural_water_surfacewater	Amazonriver	SRR1202091
SRP039390_SRR1202095	natural_water	natural_water_surfacewater	Amazonriver	SRR1202095
SRP039390_SRR1204580	natural_water	natural_water_surfacewater	Amazonriver	SRR1204580
SRP039390_SRR1204581	natural_water	natural_water_surfacewater	Amazonriver	SRR1204581
SRP039390_SRR1205250	natural_water	natural_water_surfacewater	Amazonriver	SRR1205250
SRP039390_SRR1205251	natural_water	natural_water_surfacewater	Amazonriver	SRR1205251
SRP039390_SRR1205253	natural_water	natural_water_surfacewater	Amazonriver	SRR1205253
SRP039390_SRR1209976	natural_water	natural_water_surfacewater	Amazonriver	SRR1209976
SRP039390_SRR1209977	natural_water	natural_water_surfacewater	Amazonriver	SRR1209977
SRP039390_SRR1209978	natural_water	natural_water_surfacewater	Amazonriver	SRR1209978
SRP039390_SRR1786279	natural_water	natural_water_surfacewater	Amazonriver	SRR1786279
SRP039390_SRR1786281	natural_water	natural_water_surfacewater	Amazonriver	SRR1786281
SRP039390_SRR1786608	natural_water	natural_water_surfacewater	Amazonriver	SRR1786608
SRP039390_SRR1786616	natural_water	natural_water_surfacewater	Amazonriver	SRR1786616
SRP039390_SRR1787940	natural_water	natural_water_surfacewater	Amazonriver	SRR1787940
SRP039390_SRR1787943	natural_water	natural_water_surfacewater	Amazonriver	SRR1787943
SRP039390_SRR1788318	natural_water	natural_water_surfacewater	Amazonriver	SRR1788318
SRP039390_SRR1790487	natural_water	natural_water_surfacewater	Amazonriver	SRR1790487
SRP039390_SRR1790489	natural_water	natural_water_surfacewater	Amazonriver	SRR1790489
SRP039390_SRR1790644	natural_water	natural_water_surfacewater	Amazonriver	SRR1790644
SRP039390_SRR1790646	natural_water	natural_water_surfacewater	Amazonriver	SRR1790646
SRP039390_SRR1790647	natural_water	natural_water_surfacewater	Amazonriver	SRR1790647
SRP039390_SRR1790676	natural_water	natural_water_surfacewater	Amazonriver	SRR1790676
SRP039390_SRR1790678	natural_water	natural_water_surfacewater	Amazonriver	SRR1790678
SRP039390_SRR1790679	natural_water	natural_water_surfacewater	Amazonriver	SRR1790679
SRP039390_SRR1790680	natural_water	natural_water_surfacewater	Amazonriver	SRR1790680
SRP039390_SRR1792674	natural_water	natural_water_surfacewater	Amazonriver	SRR1792674
SRP039390_SRR1792852	natural_water	natural_water_surfacewater	Amazonriver	SRR1792852
SRP039390_SRR1793861	natural_water	natural_water_surfacewater	Amazonriver	SRR1793861
SRP039390_SRR1793862	natural_water	natural_water_surfacewater	Amazonriver	SRR1793862
SRP039390_SRR1796116	natural_water	natural_water_surfacewater	Amazonriver	SRR1796116
SRP039390_SRR1796118	natural_water	natural_water_surfacewater	Amazonriver	SRR1796118
SRP039390_SRR1796234	natural_water	natural_water_surfacewater	Amazonriver	SRR1796234
SRP039390_SRR1796236	natural_water	natural_water_surfacewater	Amazonriver	SRR1796236
SRP068371_SRR3098756	natural_water	natural_water_surfacewater	Greeceriver	SRR3098756
SRP068371_SRR3098759	natural_water	natural_water_surfacewater	Greeceriver	SRR3098759
SRP068371_SRR3098764	natural_water	natural_water_surfacewater	Greeceriver	SRR3098764
SRP068371_SRR3098767	natural_water	natural_water_surfacewater	Greeceriver	SRR3098767
SRP068371_SRR3098769	natural_water	natural_water_surfacewater	Greeceriver	SRR3098769
SRP068371_SRR3098772	natural_water	natural_water_surfacewater	Greeceriver	SRR3098772
SRP068371_SRR3098775	natural_water	natural_water_surfacewater	Greeceriver	SRR3098775
SRP068371_SRR3098776	natural_water	natural_water_surfacewater	Greeceriver	SRR3098776
SRP068371_SRR3098779	natural_water	natural_water_surfacewater	Greeceriver	SRR3098779
ERP011345_ERR977407	wwtp	wwtp_AS	DenmarkASCommomax	ERR977407
ERP011345_ERR977408	wwtp	wwtp_AS	DenmarkASCommomax	ERR977408
ERP011345_ERR977409	wwtp	wwtp_AS	DenmarkASCommomax	ERR977409
ERP011345_ERR977410	wwtp	wwtp_AS	DenmarkASCommomax	ERR977410
ERP011345_ERR977423	wwtp	wwtp_AS	DenmarkASCommomax	ERR977423
ERP011345_ERR977424	wwtp	wwtp_AS	DenmarkASCommomax	ERR977424
ERP011345_ERR977425	wwtp	wwtp_AS	DenmarkASCommomax	ERR977425
LG209_1_ST_AS_0707_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	1_ST_AS_0707_90-100.shuffled
LG209_2_ST_AS_0801_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	2_ST_AS_0801_90-100.shuffled
LG209_3_ST08.7.1part	wwtp	wwtp_AS	HKWWTP	3_ST08-7-1part
LG209_37_ST_AS_foaming_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	37_ST_AS_foaming_90-100.shuffled
LG209_38_ST_AS_foaming_control_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	38_ST_AS_foaming_control_90-100.shuffled
LG209_39_Stanley_AS_90.100_cat	wwtp	wwtp_AS	HKWWTP	39_Stanley_AS_90-100_cat
LG209_4_ST_AS_0901_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	4_ST_AS_0901_90-100.shuffled
LG209_5_ST_AS_0907_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	5_ST_AS_0907_90-100.shuffled
LG209_54_Stanley_AS_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	54_Stanley_AS_90-100.shuffled
LG209_55_Stanley_AS_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	55_Stanley_AS_90-100.shuffled
LG209_6_ST_AS_1001_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	6_ST_AS_1001_90-100.shuffled
LG209_7_ST_AS_1007_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	7_ST_AS_1007_90-100.shuffled
LG209_8_ST_AS_1101_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	8_ST_AS_1101_90-100.shuffled
LG209NEW2_10	wwtp	wwtp_AS	StanleySTPAS	10
LG209NEW2_175	wwtp	wwtp_AS	ShatinAS	175
LG209NEW2_176	wwtp	wwtp_AS	ShatinAS	176
LG209NEW2_177	wwtp	wwtp_AS	ShatinAS	177
LG209NEW2_178	wwtp	wwtp_AS	ShatinAS	178
LG209NEW2_18	wwtp	wwtp_AS	ShatinAS	18
LG209NEW2_9	wwtp	wwtp_AS	ShatinAS	9
PRJEB11413_ERR1076073	wwtp	wwtp_AS	SloveniaAS	ERR1076073
PRJEB11413_ERR1076074	wwtp	wwtp_AS	SloveniaAS	ERR1076074
PRJEB11413_ERR1076075	wwtp	wwtp_AS	SloveniaAS	ERR1076075
PRJEB11413_ERR1076076	wwtp	wwtp_AS	SloveniaAS	ERR1076076
PRJEB11413_ERR1076077	wwtp	wwtp_AS	SloveniaAS	ERR1076077
PRJEB11413_ERR1076078	wwtp	wwtp_AS	SloveniaAS	ERR1076078
PRJEB11413_ERR1076079	wwtp	wwtp_AS	SloveniaAS	ERR1076079
PRJEB11413_ERR1076080	wwtp	wwtp_AS	SloveniaAS	ERR1076080
PRJEB11413_ERR1076082	wwtp	wwtp_AS	SloveniaAS	ERR1076082
PRJEB8669_ERR770581	wwtp	wwtp_AS	DenmarkASCommomax	ERR770581
SRP035334_SRR1106693	wwtp	wwtp_AS	wwtpASofJiangxinzhouwastewatertreatmentplant	SRR1106693
SRP035334_SRR1106701	wwtp	wwtp_AS	wwtpASofDachangwastewatertreatmentplant	SRR1106701
SRP035334_SRR1106709	wwtp	wwtp_AS	wwtpASofWuxiwastewatertreatmentplant	SRR1106709
SRP035334_SRR1106873	wwtp	wwtp_AS	wwtpASfromZhengzhouwastewatertreatmentplant	SRR1106873
SRP035848_SRR1145849	wwtp	wwtp_AS	wwtpASfromChinaShanghaiQuyang	SRR1145849
SRP060024_SRR2107210	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107210
SRP060024_SRR2107211	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107211
SRP060024_SRR2107212	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107212
SRP060024_SRR2107213	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107213
SRP060024_SRR2107215	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107215
SRP060024_SRR2107216	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107216
SRP060024_SRR2107218	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107218
SRP060024_SRR2107219	wwtp	wwtp_AS	ArgetinaWWTP	SRR2107219
SRP063486_SRR2308827	wwtp	wwtp_AS	ChinaWWTP	SRR2308827
SRP063486_SRR2308974	wwtp	wwtp_AS	ChinaWWTP	SRR2308974
SRR999554_SRR999554part	wwtp	wwtp_AS	DenmarkAS	SRR999554part
X171	wwtp	wwtp_AS	wwtp_AS_hospital_WWTP	171
X172	wwtp	wwtp_AS	wwtp_AS_hospital_WWTP	172
X173	wwtp	wwtp_AS	wwtp_AS_hospital_WWTP	173
SRP035848_SRR1145888	wwtp	wwtp_biofilm	wwtpASfromChinaShanghaiQuyangmembranebioreactor	SRR1145888
X40_Stanley_biofilm_90.100_cat	wwtp	wwtp_biofilm	wwtp_Biofilm_hk	40_Stanley_biofilm_90-100_cat
SRP035848_SRR1145916	wwtp	wwtp_biofilm	wwtpmembranefoulantfromChinaShanghaiQuyangmembranebioreactor	SRR1145916
X13_ST_ADS_90.100.shuffled	wwtp	wwtp_DS	wwtp_DS_hk	13_ST_ADS_90-100.shuffled
X14_SWT_ADS_90.100.shuffled	wwtp	wwtp_DS	wwtp_DS_hk	14_SWT_ADS_90-100.shuffled
X56_ST_ADS_March_90.100.shuffled	wwtp	wwtp_DS	wwtp_DS_hk	56_ST_ADS_March_90-100.shuffled
X57_SWH_ADS_March_90.100.shuffled	wwtp	wwtp_DS	wwtp_DS_hk	57_SWH_ADS_March_90-100.shuffled
X58_SWH_ADS_March_90.100.shuffled	wwtp	wwtp_DS	wwtp_DS_hk	58_SWH_ADS_March_90-100.shuffled
SRP035334_SRR1106699	wwtp	wwtp_effluent	wwtpeffluentofJiangxinzhouwastewatertreatmentplant	SRR1106699
SRP035334_SRR1106703	wwtp	wwtp_effluent	wwtpeffluentofDachangwastewatertreatmentplant	SRR1106703
SRP035334_SRR1106711	wwtp	wwtp_effluent	wwtpeffluentofWuxiwastewatertreatmentplant	SRR1106711
SRP035334_SRR1106874	wwtp	wwtp_effluent	wwtpeffluentfromZhengzhouwastewatertreatmentplant	SRR1106874
X30_ST_effluent_summer_90.100.shuffled	wwtp	wwtp_effluent	wwtp_Effluent_hk	30_ST_effluent_summer_90-100.shuffled
X31_ST_effluent_winter_90.100.shuffled	wwtp	wwtp_effluent	wwtp_Effluent_hk	31_ST_effluent_winter_90-100.shuffled
X32_ST_influent_summer_90.100.shuffled	wwtp	wwtp_influent	WWTPInfluentHongKong	32_ST_influent_summer_90-100.shuffled
X33_ST_influent_winter_90.100.shuffled	wwtp	wwtp_influent	WWTPInfluentHongKong	33_ST_influent_winter_90-100.shuffled
